day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;45600;KELP;2018;33;;;;;2021;-26;;;;;2019.5;500932
-1;45700;RAINFOREST_RESIN;9995;24;;;;;10005;-24;;;;;10000.0;500932
-1;45700;KELP;2018;24;;;;;2021;-24;;;;;2019.5;500932
-1;45800;RAINFOREST_RESIN;9996;1;9995;27;;;10004;-1;10005;-27;;;10000.0;500932
-1;45800;KELP;2018;27;;;;;2021;-28;;;;;2019.5;500932
-1;45900;RAINFOREST_RESIN;9996;1;9995;30;;;10004;-1;10005;-30;;;10000.0;500932
-1;45900;KELP;2019;4;2018;31;;;2022;-31;;;;;2020.5;500932
-1;46000;RAINFOREST_RESIN;9996;2;9995;24;;;10004;-2;10005;-24;;;10000.0;500932
-1;46000;KELP;2019;2;2018;24;;;2022;-26;;;;;2020.5;500932
-1;46100;RAINFOREST_RESIN;9998;6;9996;2;9995;23;10004;-2;10005;-23;;;10001.0;500932
-1;46100;KELP;2019;25;;;;;2022;-25;;;;;2020.5;500932
-1;46200;RAINFOREST_RESIN;9998;2;9996;1;9995;27;10004;-1;10005;-27;;;10001.0;500932
-1;46200;KELP;2018;28;;;;;2021;-1;2022;-27;;;2019.5;500932
-1;46300;RAINFOREST_RESIN;9996;2;9995;27;;;10004;-2;10005;-27;;;10000.0;500932
-1;46300;KELP;2018;29;;;;;2021;-29;;;;;2019.5;500932
-1;46400;RAINFOREST_RESIN;9995;22;;;;;10005;-22;;;;;10000.0;500932
-1;46400;KELP;2018;22;;;;;2022;-22;;;;;2020.0;500932
-1;46500;RAINFOREST_RESIN;10000;6;9996;1;9995;30;10004;-1;10005;-30;;;10002.0;500932
-1;46500;KELP;2019;6;2018;31;;;2021;-31;;;;;2020.0;500932
-1;46600;RAINFOREST_RESIN;9998;10;9996;1;9995;27;10004;-1;10005;-27;;;10001.0;500932
-1;46600;KELP;2019;3;2018;28;;;2021;-1;2022;-27;;;2020.0;500932
-1;46700;RAINFOREST_RESIN;9995;26;;;;;10005;-26;;;;;10000.0;480932
-1;46700;KELP;2019;26;;;;;2022;-26;;;;;2020.5;480932
-1;46800;RAINFOREST_RESIN;9996;1;9995;21;;;10004;-1;10005;-21;;;10000.0;460932
-1;46800;KELP;2019;22;;;;;2022;-22;;;;;2020.5;460932
-1;46900;RAINFOREST_RESIN;9996;2;9995;30;;;10004;-2;10005;-30;;;10000.0;440932
-1;46900;KELP;2021;1;2019;32;;;2022;-32;;;;;2021.5;440932
-1;47000;RAINFOREST_RESIN;9996;1;9995;20;;;10004;-1;10005;-20;;;10000.0;420932
-1;47000;KELP;2019;21;;;;;2022;-21;;;;;2020.5;420932
-1;47100;RAINFOREST_RESIN;9996;2;9995;24;;;9998;-1;10004;-2;10005;-24;9997.0;400932
-1;47100;KELP;2019;22;;;;;2022;-26;;;;;2020.5;400932
-1;47200;RAINFOREST_RESIN;10002;0;9996;2;9995;28;10004;-2;10005;-28;;;10003.0;400934
-1;47200;KELP;2019;30;;;;;2022;-30;;;;;2020.5;400934
-1;47300;RAINFOREST_RESIN;10002;0;9998;3;9995;25;10005;-25;;;;;10003.5;400936
-1;47300;KELP;2019;25;;;;;2021;-1;2022;-25;;;2020.0;400936
-1;47400;RAINFOREST_RESIN;9995;24;;;;;10002;-9;10005;-24;;;9998.5;390936
-1;47400;KELP;2019;25;;;;;2022;-24;;;;;2020.5;390936
-1;47500;RAINFOREST_RESIN;9995;30;;;;;10002;-1;10005;-30;;;9998.5;430944
-1;47500;KELP;2019;30;;;;;2021;-6;2022;-30;;;2020.0;430944
-1;47600;RAINFOREST_RESIN;9996;1;9995;27;;;10004;-1;10005;-27;;;10000.0;470952
-1;47600;KELP;2019;28;;;;;2022;-28;;;;;2020.5;470952
-1;47700;RAINFOREST_RESIN;9996;1;9995;22;;;10002;-8;10004;-1;10005;-22;9999.0;500958
-1;47700;KELP;2019;23;;;;;2022;-23;;;;;2020.5;500958
-1;47800;RAINFOREST_RESIN;9996;1;9995;22;;;10002;-8;10004;-1;10005;-22;9999.0;500958
-1;47800;KELP;2019;23;;;;;2022;-1;2023;-22;;;2020.5;500958
-1;47900;RAINFOREST_RESIN;10002;1;9995;27;;;10005;-27;;;;;10003.5;500958
-1;47900;KELP;2019;27;;;;;2023;-27;;;;;2021.0;500958
-1;48000;RAINFOREST_RESIN;9995;27;;;;;10005;-27;;;;;10000.0;500958
-1;48000;KELP;2019;27;;;;;2023;-27;;;;;2021.0;500958
-1;48100;RAINFOREST_RESIN;9995;21;;;;;10002;-9;10005;-21;;;9998.5;500958
-1;48100;KELP;2019;22;;;;;2022;-21;;;;;2020.5;500958
-1;48200;RAINFOREST_RESIN;9998;5;9995;25;;;10005;-25;;;;;10001.5;480958
-1;48200;KELP;2019;25;;;;;2022;-25;;;;;2020.5;480958
-1;48300;RAINFOREST_RESIN;9996;1;9995;28;;;9998;-1;10000;-5;10004;-1;9997.0;460958
-1;48300;KELP;2018;29;;;;;2019;-5;2022;-29;;;2018.5;460958
-1;48400;RAINFOREST_RESIN;9995;27;;;;;10002;-7;10005;-27;;;9998.5;440958
-1;48400;KELP;2019;1;2018;27;;;2022;-27;;;;;2020.5;440958
-1;48500;RAINFOREST_RESIN;9995;29;;;;;9998;-1;10005;-29;;;9996.5;420958
-1;48500;KELP;2019;1;2018;29;;;2022;-29;;;;;2020.5;420958
-1;48600;RAINFOREST_RESIN;9996;1;9995;28;;;10004;-1;10005;-28;;;10000.0;400958
-1;48600;KELP;2019;1;2018;29;;;2022;-29;;;;;2020.5;400958
-1;48700;RAINFOREST_RESIN;9996;1;9995;22;;;10004;-1;10005;-22;;;10000.0;390958
-1;48700;KELP;2018;23;;;;;2022;-23;;;;;2020.0;390958
-1;48800;RAINFOREST_RESIN;9996;1;9995;23;;;10004;-1;10005;-23;;;10000.0;380958
-1;48800;KELP;2019;29;;;;;2022;-24;;;;;2020.5;380958
-1;48900;RAINFOREST_RESIN;9995;27;;;;;10005;-27;;;;;10000.0;370958
-1;48900;KELP;2019;34;;;;;2022;-27;;;;;2020.5;370958
-1;49000;RAINFOREST_RESIN;9996;2;9995;30;;;10004;-2;10005;-30;;;10000.0;360958
-1;49000;KELP;2019;39;;;;;2022;-32;;;;;2020.5;360958
-1;49100;RAINFOREST_RESIN;9996;2;9995;30;;;10004;-2;10005;-30;;;10000.0;350958
-1;49100;KELP;2019;40;;;;;2022;-32;;;;;2020.5;350958
-1;49200;RAINFOREST_RESIN;9996;1;9995;20;;;10004;-1;10005;-20;;;10000.0;340958
-1;49200;KELP;2019;21;;;;;2022;-21;;;;;2020.5;340958
-1;49300;RAINFOREST_RESIN;9998;9;9996;1;9995;21;10004;-1;10005;-21;;;10001.0;330958
-1;49300;KELP;2019;21;;;;;2022;-22;;;;;2020.5;330958
-1;49400;RAINFOREST_RESIN;9995;20;;;;;10005;-20;;;;;10000.0;320958
-1;49400;KELP;2021;9;2020;5;2019;20;2022;-20;;;;;2021.5;320958
-1;49500;RAINFOREST_RESIN;9996;2;9995;30;;;10004;-2;10005;-30;;;10000.0;310958
-1;49500;KELP;2019;40;;;;;2022;-32;;;;;2020.5;310958
-1;49600;RAINFOREST_RESIN;9995;24;;;;;10005;-24;;;;;10000.0;300958
-1;49600;KELP;2021;1;2019;24;;;2022;-24;;;;;2021.5;300958
-1;49700;RAINFOREST_RESIN;9998;7;9996;2;9995;26;10004;-2;10005;-26;;;10001.0;290958
-1;49700;KELP;2019;28;;;;;2022;-28;;;;;2020.5;290958
-1;49800;RAINFOREST_RESIN;9996;2;9995;23;;;10004;-2;10005;-23;;;10000.0;280958
-1;49800;KELP;2019;25;;;;;2020;-5;2023;-25;;;2019.5;280958
-1;49900;RAINFOREST_RESIN;9998;3;9995;23;;;10005;-23;;;;;10001.5;220958
-1;49900;KELP;2019;23;;;;;2023;-23;;;;;2021.0;220958
-1;50000;RAINFOREST_RESIN;9996;1;9995;20;;;10004;-1;10005;-20;;;10000.0;180962
-1;50000;KELP;2019;21;;;;;2022;-1;2023;-20;;;2020.5;180962
-1;50100;RAINFOREST_RESIN;9995;24;;;;;10005;-24;;;;;10000.0;140966
-1;50100;KELP;2019;24;;;;;2021;-2;2022;-24;;;2020.0;140966
-1;50200;RAINFOREST_RESIN;9995;24;;;;;10005;-24;;;;;10000.0;100970
-1;50200;KELP;2019;24;;;;;2023;-24;;;;;2021.0;100970
-1;50300;RAINFOREST_RESIN;9995;30;;;;;10002;-10;10005;-30;;;9998.5;60974
-1;50300;KELP;2019;30;;;;;2023;-30;;;;;2021.0;60974
-1;50400;RAINFOREST_RESIN;9998;4;9996;1;9995;22;10000;-2;10004;-1;10005;-22;9999.0;50974
-1;50400;KELP;2019;23;;;;;2021;-3;2023;-23;;;2020.0;50974
-1;50500;RAINFOREST_RESIN;9996;2;9995;23;;;10004;-2;10005;-23;;;10000.0;40974
-1;50500;KELP;2019;25;;;;;2023;-25;;;;;2021.0;40974
-1;50600;RAINFOREST_RESIN;10002;0;9996;2;9995;21;10004;-2;10005;-21;;;10003.0;40976
-1;50600;KELP;2019;21;;;;;2020;-6;2023;-23;;;2019.5;40976
-1;50700;RAINFOREST_RESIN;9996;2;9995;22;;;10004;-2;10005;-22;;;10000.0;50978
-1;50700;KELP;2020;24;;;;;2023;-24;;;;;2021.5;50978
-1;50800;RAINFOREST_RESIN;10002;0;9996;2;9995;22;10004;-2;10005;-22;;;10003.0;110990
-1;50800;KELP;2022;1;2020;24;;;2023;-24;;;;;2022.5;110990
-1;50900;RAINFOREST_RESIN;9996;1;9995;27;;;10004;-1;10005;-27;;;10000.0;120992
-1;50900;KELP;2020;28;;;;;2022;-4;2023;-28;;;2021.0;120992
-1;51000;RAINFOREST_RESIN;9996;2;9995;26;;;10004;-2;10005;-26;;;10000.0;130994
-1;51000;KELP;2020;28;;;;;2023;-28;;;;;2021.5;130994
-1;51100;RAINFOREST_RESIN;9998;6;9996;1;9995;25;10004;-1;10005;-25;;;10001.0;140996
-1;51100;KELP;2020;26;;;;;2023;-26;;;;;2021.5;140996
-1;51200;RAINFOREST_RESIN;9996;2;9995;28;;;10004;-2;10005;-28;;;10000.0;150998
-1;51200;KELP;2020;30;;;;;2023;-30;;;;;2021.5;150998
-1;51300;RAINFOREST_RESIN;9996;1;9995;24;;;10004;-1;10005;-24;;;10000.0;161000
-1;51300;KELP;2020;25;;;;;2023;-25;;;;;2021.5;161000
-1;51400;RAINFOREST_RESIN;9995;30;;;;;10002;-3;10005;-30;;;9998.5;171002
-1;51400;KELP;2020;30;;;;;2023;-30;;;;;2021.5;171002
-1;51500;RAINFOREST_RESIN;9995;30;;;;;10005;-30;;;;;10000.0;181004
-1;51500;KELP;2022;1;2020;30;;;2023;-30;;;;;2022.5;181004
-1;51600;RAINFOREST_RESIN;10000;5;9996;2;9995;22;10002;-1;10004;-2;10005;-22;10001.0;191006
-1;51600;KELP;2021;5;2020;24;;;2023;-24;;;;;2022.0;191006
-1;51700;RAINFOREST_RESIN;9995;20;;;;;10005;-20;;;;;10000.0;211010
-1;51700;KELP;2020;16;;;;;2023;-20;;;;;2021.5;211010
-1;51800;RAINFOREST_RESIN;9996;1;9995;24;;;10004;-1;10005;-24;;;10000.0;101010
-1;51800;KELP;2020;1;2019;24;;;2023;-25;;;;;2021.5;101010
-1;51900;RAINFOREST_RESIN;9996;1;9995;23;;;10004;-1;10005;-23;;;10000.0;-8990
-1;51900;KELP;2021;4;2019;24;;;2023;-24;;;;;2022.0;-8990
-1;52000;RAINFOREST_RESIN;9998;3;9995;29;;;10005;-29;;;;;10001.5;-18988
-1;52000;KELP;2019;29;;;;;2021;-6;2023;-29;;;2020.0;-18988
-1;52100;RAINFOREST_RESIN;9995;21;;;;;10005;-21;;;;;10000.0;-28986
-1;52100;KELP;2019;21;;;;;2023;-21;;;;;2021.0;-28986
-1;52200;RAINFOREST_RESIN;9996;2;9995;29;;;10004;-2;10005;-29;;;10000.0;-108970
-1;52200;KELP;2019;31;;;;;2023;-31;;;;;2021.0;-108970
-1;52300;RAINFOREST_RESIN;10002;0;9996;1;9995;27;10004;-1;10005;-27;;;10003.0;-178952
-1;52300;KELP;2022;1;2019;28;;;2023;-28;;;;;2022.5;-178952
-1;52400;RAINFOREST_RESIN;9998;3;9996;1;9995;29;10004;-1;10005;-29;;;10001.0;-168952
-1;52400;KELP;2020;30;;;;;2023;-30;;;;;2021.5;-168952
-1;52500;RAINFOREST_RESIN;9996;1;9995;27;;;9998;-1;10004;-1;10005;-27;9997.0;-158952
-1;52500;KELP;2022;1;2020;28;;;2023;-28;;;;;2022.5;-158952
-1;52600;RAINFOREST_RESIN;9998;1;9996;1;9995;22;10000;-4;10004;-1;10005;-22;9999.0;-148952
-1;52600;KELP;2020;1;2019;22;;;2021;-4;2023;-23;;;2020.5;-148952
-1;52700;RAINFOREST_RESIN;9996;2;9995;25;;;10004;-2;10005;-25;;;10000.0;-138952
-1;52700;KELP;2019;26;;;;;2023;-27;;;;;2021.0;-138952
-1;52800;RAINFOREST_RESIN;9995;26;;;;;10005;-26;;;;;10000.0;-128952
-1;52800;KELP;2019;26;;;;;2023;-26;;;;;2021.0;-128952
-1;52900;RAINFOREST_RESIN;9995;30;;;;;10005;-30;;;;;10000.0;-118952
-1;52900;KELP;2020;30;;;;;2023;-30;;;;;2021.5;-118952
-1;53000;RAINFOREST_RESIN;10002;0;9996;1;9995;20;10004;-1;10005;-20;;;10003.0;-48950
-1;53000;KELP;2020;21;;;;;2023;-21;;;;;2021.5;-48950
-1;53100;RAINFOREST_RESIN;9995;24;;;;;10005;-24;;;;;10000.0;11050
-1;53100;KELP;2019;24;;;;;2023;-24;;;;;2021.0;11050
-1;53200;RAINFOREST_RESIN;9996;1;9995;30;;;10004;-1;10005;-30;;;10000.0;71062
-1;53200;KELP;2022;1;2019;31;;;2023;-31;;;;;2022.5;71062
-1;53300;RAINFOREST_RESIN;9995;29;;;;;10005;-29;;;;;10000.0;131074
-1;53300;KELP;2020;29;;;;;2023;-29;;;;;2021.5;131074
-1;53400;RAINFOREST_RESIN;9998;6;9996;2;9995;23;10004;-2;10005;-23;;;10001.0;191086
-1;53400;KELP;2020;25;;;;;2023;-25;;;;;2021.5;191086
-1;53500;RAINFOREST_RESIN;9996;2;9995;21;;;10002;-1;10004;-2;10005;-21;9999.0;251098
-1;53500;KELP;2020;23;;;;;2023;-23;;;;;2021.5;251098
-1;53600;RAINFOREST_RESIN;9995;24;;;;;9998;-9;10005;-24;;;9996.5;311110
-1;53600;KELP;2020;24;;;;;2023;-24;;;;;2021.5;311110
-1;53700;RAINFOREST_RESIN;9998;1;9995;30;;;10005;-30;;;;;10001.5;371122
-1;53700;KELP;2019;30;;;;;2023;-30;;;;;2021.0;371122
-1;53800;RAINFOREST_RESIN;10002;0;9995;30;;;10005;-30;;;;;10003.5;461140
-1;53800;KELP;2019;30;;;;;2023;-30;;;;;2021.0;461140
-1;53900;RAINFOREST_RESIN;9996;2;9995;25;;;10004;-2;10005;-25;;;10000.0;501148
-1;53900;KELP;2019;27;;;;;2023;-27;;;;;2021.0;501148
-1;54000;RAINFOREST_RESIN;9998;6;9996;1;9995;30;10004;-1;10005;-30;;;10001.0;501148
-1;54000;KELP;2020;31;;;;;2022;-1;2023;-31;;;2021.0;501148
-1;54100;RAINFOREST_RESIN;9998;2;9996;2;9995;22;10004;-2;10005;-22;;;10001.0;501148
-1;54100;KELP;2020;24;;;;;2022;-2;2023;-24;;;2021.0;501148
-1;54200;RAINFOREST_RESIN;9995;28;;;;;10005;-28;;;;;10000.0;491148
-1;54200;KELP;2020;28;;;;;2023;-28;;;;;2021.5;491148
-1;54300;RAINFOREST_RESIN;9996;2;9995;23;;;10004;-2;10005;-23;;;10000.0;481148
-1;54300;KELP;2022;1;2019;25;;;2023;-25;;;;;2022.5;481148
-1;54400;RAINFOREST_RESIN;9995;29;;;;;10005;-29;;;;;10000.0;501152
-1;54400;KELP;2019;29;;;;;2022;-29;;;;;2020.5;501152
-1;54500;RAINFOREST_RESIN;9996;1;9995;20;;;10004;-1;10005;-20;;;10000.0;501152
-1;54500;KELP;2019;21;;;;;2022;-21;;;;;2020.5;501152
-1;54600;RAINFOREST_RESIN;10002;3;9995;27;;;10005;-27;;;;;10003.5;501152
-1;54600;KELP;2019;27;;;;;2023;-27;;;;;2021.0;501152
-1;54700;RAINFOREST_RESIN;9996;2;9995;27;;;10004;-2;10005;-27;;;10000.0;501152
-1;54700;KELP;2019;29;;;;;2020;-4;2022;-29;;;2019.5;501152
-1;54800;RAINFOREST_RESIN;9998;8;9995;27;;;10005;-27;;;;;10001.5;501152
-1;54800;KELP;2019;27;;;;;2021;-1;2022;-27;;;2020.0;501152
-1;54900;RAINFOREST_RESIN;9996;1;9995;28;;;10002;-3;10004;-1;10005;-28;9999.0;501152
-1;54900;KELP;2019;29;;;;;2022;-29;;;;;2020.5;501152
-1;55000;RAINFOREST_RESIN;9996;2;9995;28;;;10002;-8;10004;-2;10005;-28;9999.0;501152
-1;55000;KELP;2019;36;;;;;2022;-30;;;;;2020.5;501152
-1;55100;RAINFOREST_RESIN;9995;29;;;;;10005;-29;;;;;10000.0;501152
-1;55100;KELP;2019;37;;;;;2022;-29;;;;;2020.5;501152
-1;55200;RAINFOREST_RESIN;9996;2;9995;21;;;10004;-2;10005;-21;;;10000.0;501152
-1;55200;KELP;2018;21;;;;;2019;-3;2020;-8;2022;-23;2018.5;501152
-1;55300;RAINFOREST_RESIN;9996;2;9995;27;;;9998;-1;10002;-2;10004;-2;9997.0;501152
-1;55300;KELP;2018;29;;;;;2022;-29;;;;;2020.0;501152
-1;55400;RAINFOREST_RESIN;9998;3;9996;1;9995;21;10004;-1;10005;-21;;;10001.0;501152
-1;55400;KELP;2019;2;2018;22;;;2022;-22;;;;;2020.5;501152
-1;55500;RAINFOREST_RESIN;9995;25;;;;;10002;-9;10005;-25;;;9998.5;501152
-1;55500;KELP;2021;1;2019;4;2018;25;2022;-25;;;;;2021.5;501152
-1;55600;RAINFOREST_RESIN;9995;26;;;;;10005;-26;;;;;10000.0;501152
-1;55600;KELP;2019;3;2018;26;;;2022;-26;;;;;2020.5;501152
-1;55700;RAINFOREST_RESIN;9996;2;9995;21;;;10004;-2;10005;-21;;;10000.0;501152
-1;55700;KELP;2019;25;;;;;2022;-23;;;;;2020.5;501152
-1;55800;RAINFOREST_RESIN;9998;6;9996;1;9995;26;10004;-1;10005;-26;;;10001.0;491152
-1;55800;KELP;2018;27;;;;;2022;-27;;;;;2020.0;491152
-1;55900;RAINFOREST_RESIN;9995;22;;;;;10005;-22;;;;;10000.0;481152
-1;55900;KELP;2018;22;;;;;2022;-22;;;;;2020.0;481152
-1;56000;RAINFOREST_RESIN;9996;2;9995;22;;;10002;-10;10004;-2;10005;-22;9999.0;471152
-1;56000;KELP;2018;24;;;;;2019;-3;2021;-2;2022;-22;2018.5;471152
-1;56100;RAINFOREST_RESIN;9996;2;9995;20;;;10004;-2;10005;-20;;;10000.0;461152
-1;56100;KELP;2019;22;;;;;2022;-22;;;;;2020.5;461152
-1;56200;RAINFOREST_RESIN;9996;1;9995;29;;;10004;-1;10005;-29;;;10000.0;451152
-1;56200;KELP;2020;2;2018;30;;;2022;-30;;;;;2021.0;451152
-1;56300;RAINFOREST_RESIN;10002;0;9996;2;9995;25;10004;-2;10005;-25;;;10003.0;451154
-1;56300;KELP;2019;6;2018;27;;;2022;-27;;;;;2020.5;451154
-1;56400;RAINFOREST_RESIN;9996;1;9995;30;;;10004;-1;10005;-30;;;10000.0;441154
-1;56400;KELP;2018;31;;;;;2022;-31;;;;;2020.0;441154
-1;56500;RAINFOREST_RESIN;9996;2;9995;27;;;10004;-2;10005;-27;;;10000.0;431154
-1;56500;KELP;2018;29;;;;;2022;-29;;;;;2020.0;431154
-1;56600;RAINFOREST_RESIN;9996;2;9995;29;;;10002;-4;10004;-2;10005;-29;9999.0;421154
-1;56600;KELP;2019;2;2018;29;;;2022;-31;;;;;2020.5;421154
-1;56700;RAINFOREST_RESIN;9998;3;9996;2;9995;24;10000;-2;10004;-2;10005;-24;9999.0;411154
-1;56700;KELP;2020;6;2018;26;;;2022;-26;;;;;2021.0;411154
-1;56800;RAINFOREST_RESIN;10002;0;9998;10;9996;2;10004;-2;10005;-22;;;10003.0;411156
-1;56800;KELP;2018;24;;;;;2021;-2;2022;-22;;;2019.5;411156
-1;56900;RAINFOREST_RESIN;9996;2;9995;20;;;10004;-2;10005;-20;;;10000.0;401156
-1;56900;KELP;2018;24;;;;;2021;-22;;;;;2019.5;401156
-1;57000;RAINFOREST_RESIN;9996;1;9995;27;;;10004;-1;10005;-27;;;10000.0;391156
-1;57000;KELP;2018;28;;;;;2020;-8;2021;-28;;;2019.0;391156
-1;57100;RAINFOREST_RESIN;9996;2;9995;25;;;10004;-2;10005;-25;;;10000.0;381156
-1;57100;KELP;2017;27;;;;;2020;-27;;;;;2018.5;381156
-1;57200;RAINFOREST_RESIN;10002;0;9996;1;9995;26;10004;-1;10005;-26;;;10003.0;391160
-1;57200;KELP;2019;1;2017;27;;;2020;-27;;;;;2019.5;391160
-1;57300;RAINFOREST_RESIN;9996;1;9995;26;;;10002;-9;10004;-1;10005;-26;9999.0;411164
-1;57300;KELP;2017;27;;;;;2020;-27;;;;;2018.5;411164
-1;57400;RAINFOREST_RESIN;9995;24;;;;;10005;-24;;;;;10000.0;431168
-1;57400;KELP;2017;24;;;;;2019;-2;2020;-24;;;2018.0;431168
-1;57500;RAINFOREST_RESIN;9998;5;9996;2;9995;23;10004;-2;10005;-23;;;10001.0;451172
-1;57500;KELP;2019;5;2017;30;;;2020;-25;;;;;2019.5;451172
-1;57600;RAINFOREST_RESIN;9995;24;;;;;10005;-24;;;;;10000.0;471176
-1;57600;KELP;2017;24;;;;;2020;-24;;;;;2018.5;471176
-1;57700;RAINFOREST_RESIN;9995;29;;;;;10005;-29;;;;;10000.0;491180
-1;57700;KELP;2017;29;;;;;2020;-29;;;;;2018.5;491180
-1;57800;RAINFOREST_RESIN;9998;1;9996;2;9995;29;10004;-2;10005;-29;;;10001.0;481180
-1;57800;KELP;2017;31;;;;;2020;-2;2021;-29;;;2018.5;481180
-1;57900;RAINFOREST_RESIN;9996;2;9995;25;;;9998;-1;10000;-6;10004;-2;9997.0;471180
-1;57900;KELP;2017;27;;;;;2018;-6;2019;-5;2020;-2;2017.5;471180
-1;58000;RAINFOREST_RESIN;9996;1;9995;24;;;9998;-4;10004;-1;10005;-24;9997.0;461180
-1;58000;KELP;2017;29;;;;;2020;-1;2021;-24;;;2018.5;461180
-1;58100;RAINFOREST_RESIN;9995;23;;;;;10005;-23;;;;;10000.0;421180
-1;58100;KELP;2017;23;;;;;2020;-23;;;;;2018.5;421180
-1;58200;RAINFOREST_RESIN;9996;1;9995;30;;;10004;-1;10005;-30;;;10000.0;451186
-1;58200;KELP;2017;31;;;;;2020;-31;;;;;2018.5;451186
-1;58300;RAINFOREST_RESIN;9995;29;;;;;10005;-29;;;;;10000.0;481192
-1;58300;KELP;2017;29;;;;;2020;-29;;;;;2018.5;481192
-1;58400;RAINFOREST_RESIN;9996;2;9995;21;;;10004;-2;10005;-21;;;10000.0;501196
-1;58400;KELP;2016;23;;;;;2018;-1;2019;-23;;;2017.0;501196
-1;58500;RAINFOREST_RESIN;9995;21;;;;;10002;-1;10005;-21;;;9998.5;501196
-1;58500;KELP;2016;21;;;;;2019;-21;;;;;2017.5;501196
-1;58600;RAINFOREST_RESIN;10002;1;9995;25;;;10005;-25;;;;;10003.5;501196
-1;58600;KELP;2015;25;;;;;2017;-7;2019;-25;;;2016.0;501196
-1;58700;RAINFOREST_RESIN;9996;2;9995;30;;;10004;-2;10005;-30;;;10000.0;501196
-1;58700;KELP;2015;34;;;;;2018;-32;;;;;2016.5;501196
-1;58800;RAINFOREST_RESIN;9995;29;;;;;10002;-1;10005;-29;;;9998.5;501196
-1;58800;KELP;2015;29;;;;;2019;-29;;;;;2017.0;501196
-1;58900;RAINFOREST_RESIN;9996;1;9995;24;;;10004;-1;10005;-24;;;10000.0;381196
-1;58900;KELP;2015;25;;;;;2019;-25;;;;;2017.0;381196
-1;59000;RAINFOREST_RESIN;9996;2;9995;20;;;10004;-2;10005;-20;;;10000.0;261196
-1;59000;KELP;2016;22;;;;;2019;-22;;;;;2017.5;261196
-1;59100;RAINFOREST_RESIN;9995;27;;;;;10005;-27;;;;;10000.0;141196
-1;59100;KELP;2016;34;;;;;2019;-27;;;;;2017.5;141196
-1;59200;RAINFOREST_RESIN;9998;4;9996;2;9995;29;10004;-2;10005;-29;;;10001.0;151198
-1;59200;KELP;2016;31;;;;;2020;-31;;;;;2018.0;151198
-1;59300;RAINFOREST_RESIN;9996;1;9995;26;;;10004;-1;10005;-26;;;10000.0;161200
-1;59300;KELP;2016;26;;;;;2018;-2;2019;-27;;;2017.0;161200
-1;59400;RAINFOREST_RESIN;9996;1;9995;21;;;10004;-1;10005;-21;;;10000.0;171202
-1;59400;KELP;2015;22;;;;;2019;-22;;;;;2017.0;171202
-1;59500;RAINFOREST_RESIN;10002;0;9995;23;;;10005;-23;;;;;10003.5;231214
-1;59500;KELP;2015;23;;;;;2019;-23;;;;;2017.0;231214
-1;59600;RAINFOREST_RESIN;9996;2;9995;27;;;10004;-2;10005;-27;;;10000.0;241216
-1;59600;KELP;2016;29;;;;;2019;-29;;;;;2017.5;241216
-1;59700;RAINFOREST_RESIN;9995;21;;;;;10005;-21;;;;;10000.0;251218
-1;59700;KELP;2015;21;;;;;2018;-21;;;;;2016.5;251218
-1;59800;RAINFOREST_RESIN;9996;1;9995;24;;;10004;-1;10005;-24;;;10000.0;261220
-1;59800;KELP;2015;25;;;;;2018;-25;;;;;2016.5;261220
-1;59900;RAINFOREST_RESIN;9996;1;9995;23;;;10002;-6;10004;-1;10005;-23;9999.0;271222
-1;59900;KELP;2015;24;;;;;2018;-24;;;;;2016.5;271222
-1;60000;RAINFOREST_RESIN;9998;3;9995;22;;;10005;-22;;;;;10001.5;281224
-1;60000;KELP;2015;22;;;;;2018;-22;;;;;2016.5;281224
-1;60100;RAINFOREST_RESIN;9996;2;9995;25;;;10004;-2;10005;-25;;;10000.0;271226
-1;60100;KELP;2015;27;;;;;2018;-27;;;;;2016.5;271226
-1;60200;RAINFOREST_RESIN;9995;25;;;;;10005;-25;;;;;10000.0;261228
-1;60200;KELP;2016;3;2015;25;;;2018;-25;;;;;2017.0;261228
-1;60300;RAINFOREST_RESIN;9996;1;9995;27;;;10004;-1;10005;-27;;;10000.0;181228
-1;60300;KELP;2015;28;;;;;2018;-28;;;;;2016.5;181228
-1;60400;RAINFOREST_RESIN;9996;1;9995;20;;;9998;-1;10004;-1;10005;-20;9997.0;101228
-1;60400;KELP;2015;1;2014;20;;;2018;-21;;;;;2016.5;101228
-1;60500;RAINFOREST_RESIN;9996;1;9995;23;;;10004;-1;10005;-23;;;10000.0;21228
-1;60500;KELP;2015;24;;;;;2018;-24;;;;;2016.5;21228
-1;60600;RAINFOREST_RESIN;9996;2;9995;22;;;10004;-2;10005;-22;;;10000.0;-58772
-1;60600;KELP;2015;26;;;;;2018;-24;;;;;2016.5;-58772
-1;60700;RAINFOREST_RESIN;9995;22;;;;;10005;-22;;;;;10000.0;-138756
-1;60700;KELP;2015;22;;;;;2017;-5;2018;-22;;;2016.0;-138756
-1;60800;RAINFOREST_RESIN;10002;0;9996;2;9995;30;10004;-2;10005;-30;;;10003.0;-118720
-1;60800;KELP;2015;31;;;;;2018;-32;;;;;2016.5;-118720
